candidate_id,decision,old_label,new_label,reviewer_note,source_id,frame_number,track_id
cand_00485,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,108,lamp_2
cand_00311,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,102,lamp_1
cand_00447,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,112,lamp_1
cand_00407,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291550_036_400mday2up,35,lamp_3
cand_00425,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,88,lamp_2
cand_00451,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,89,lamp_2
cand_00439,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,122,lamp_3
cand_00050,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,94,lamp_3
cand_00026,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,121,lamp_2
cand_00375,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,86,lamp_3
cand_00151,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,265,lamp_3
cand_00415,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,120,lamp_1
cand_00082,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,261,lamp_4
cand_00034,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,294,lamp_2
cand_00074,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,79,lamp_4
cand_00111,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,74,lamp_4
cand_00191,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,17,lamp_4
cand_00347,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,99,lamp_2
cand_00430,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,121,lamp_2
cand_00350,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,102,lamp_2
cand_00226,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,95,lamp_1
cand_00255,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,23,lamp_4
cand_00010,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,311,lamp_1
cand_00018,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,528,lamp_1
cand_00042,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,488,lamp_2
cand_00143,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,218,lamp_2
cand_00308,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,99,lamp_1
cand_00046,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,638,lamp_2
cand_00159,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,289,lamp_4
cand_00338,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,85,lamp_2
cand_00135,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,156,lamp_1
cand_00373,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,84,lamp_3
cand_00387,ambiguous_review,red,red,unreliable left-to-right lamp identity (zoom/mirror); excluded from training [visually reviewed],DJI_202604291300_031_day2700mup,121,lamp_4
cand_00155,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,18,lamp_4
cand_00163,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,16,lamp_1
cand_00364,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,35,lamp_3
cand_00171,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,125,lamp_3
cand_00058,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,277,lamp_3
cand_00127,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,53,lamp_4
cand_00051,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,95,lamp_3
cand_00332,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,70,lamp_2
cand_00370,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,48,lamp_3
cand_00183,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,41,lamp_2
cand_00325,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291300_031_day2700mup,120,lamp_1
cand_00175,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,154,lamp_4
cand_00066,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,433,lamp_3
cand_00139,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,69,lamp_2
cand_00187,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,33,lamp_3
cand_00195,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,19,lamp_1
cand_00205,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,75,lamp_3
cand_00107,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,93,lamp_3
cand_00147,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,33,lamp_3
cand_00339,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,86,lamp_2
cand_00099,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,176,lamp_1
cand_00131,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,110,lamp_1
cand_00360,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,118,lamp_2
cand_00287,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,137,lamp_1
cand_00231,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,51,lamp_2
cand_00386,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291300_031_day2700mup,120,lamp_4
cand_00310,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,101,lamp_1
cand_00123,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,76,lamp_3
cand_00208,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,78,lamp_3
cand_00355,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,109,lamp_2
cand_00115,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,131,lamp_1
cand_00268,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,68,lamp_2
cand_00278,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,138,lamp_4
cand_00382,ambiguous_review,red,red,unreliable left-to-right lamp identity (zoom/mirror); excluded from training [visually reviewed],DJI_202604291300_031_day2700mup,107,lamp_4
cand_00059,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,278,lamp_3
cand_00295,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,86,lamp_3
cand_00217,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_021_400mrwy06night,51,lamp_1
cand_00494,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,67,lamp_4
cand_00119,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,108,lamp_2
cand_00381,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291300_031_day2700mup,106,lamp_4
cand_00346,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,98,lamp_2
cand_00359,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,117,lamp_2
cand_00238,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,93,lamp_2
cand_00027,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,122,lamp_2
cand_00471,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,96,lamp_3
cand_00244,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,48,lamp_3
cand_00221,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,90,lamp_1
cand_00343,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,94,lamp_2
cand_00011,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,312,lamp_1
cand_00043,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,489,lamp_2
cand_00314,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,105,lamp_1
cand_00199,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,47,lamp_2
cand_00404,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,37,lamp_4
cand_00179,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,56,lamp_1
cand_00203,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,73,lamp_3
cand_00239,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,94,lamp_2
cand_00476,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,115,lamp_4
cand_00492,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,65,lamp_4
cand_00488,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,80,lamp_3
cand_00385,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,119,lamp_4
cand_00412,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291550_036_400mday2up,23,lamp_4
cand_00351,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,103,lamp_2
cand_00103,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,142,lamp_2
cand_00428,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,119,lamp_2
cand_00035,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,295,lamp_2
cand_00438,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,121,lamp_3
cand_00299,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,29,lamp_4
cand_00490,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,82,lamp_3
cand_00402,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,35,lamp_4
cand_00067,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,434,lamp_3
cand_00354,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,108,lamp_2
cand_00291,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,109,lamp_2
cand_00437,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,120,lamp_3
cand_00410,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291550_036_400mday2up,21,lamp_4
cand_00398,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,57,lamp_3
cand_00003,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,145,lamp_1
cand_00478,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,117,lamp_4
cand_00045,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,637,lamp_2
cand_00258,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,93,lamp_4
cand_00482,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,139,lamp_1
cand_00091,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,413,lamp_4
cand_00235,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,64,lamp_2
cand_00444,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,36,lamp_4
cand_00264,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,27,lamp_1
cand_00365,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,36,lamp_3
cand_00422,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,127,lamp_1
cand_00460,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,51,lamp_4
cand_00069,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,705,lamp_3
cand_00470,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,95,lamp_3
cand_00212,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,130,lamp_4
cand_00272,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,89,lamp_3
cand_00166,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,77,lamp_2
cand_00408,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291550_036_400mday2up,36,lamp_3
cand_00392,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,159,lamp_1
cand_00021,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,576,lamp_1
cand_00283,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,116,lamp_1
cand_00474,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,99,lamp_3
cand_00435,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,50,lamp_3
cand_00448,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,113,lamp_1
cand_00466,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,61,lamp_2
cand_00333,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,71,lamp_2
cand_00442,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,34,lamp_4
cand_00380,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,35,lamp_4
cand_00458,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,49,lamp_4
cand_00468,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,63,lamp_2
cand_00472,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,97,lamp_3
cand_00309,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,100,lamp_1
cand_00316,ambiguous_review,red,red,unreliable left-to-right lamp identity (zoom/mirror); excluded from training [visually reviewed],DJI_202604291300_031_day2700mup,107,lamp_1
cand_00248,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,94,lamp_3
cand_00104,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,143,lamp_2
cand_00396,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,121,lamp_2
cand_00400,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,59,lamp_3
cand_00202,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,72,lamp_3
cand_00480,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,137,lamp_1
cand_00247,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,93,lamp_3
cand_00213,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,131,lamp_4
cand_00259,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,94,lamp_4
cand_00378,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,33,lamp_4
cand_00342,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,93,lamp_2
cand_00353,ambiguous_review,white,white,unreliable left-to-right lamp identity (zoom/mirror); excluded from training [visually reviewed],DJI_202604291300_031_day2700mup,107,lamp_2
cand_00383,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291300_031_day2700mup,108,lamp_4
cand_00023,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,578,lamp_1
cand_00371,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,49,lamp_3
cand_00344,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,95,lamp_2
cand_00426,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,89,lamp_2
cand_00416,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,121,lamp_1
cand_00301,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,31,lamp_4
cand_00452,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,90,lamp_2
cand_00431,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,122,lamp_2
cand_00486,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,109,lamp_2
cand_00019,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,529,lamp_1
cand_00456,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,64,lamp_3
cand_00326,ambiguous_review,white,white,unreliable left-to-right lamp identity (zoom/mirror); excluded from training [visually reviewed],DJI_202604291300_031_day2700mup,121,lamp_1
cand_00089,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,411,lamp_4
cand_00394,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,119,lamp_2
cand_00484,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,107,lamp_2
cand_00418,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,123,lamp_1
cand_00108,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,94,lamp_3
cand_00462,ambiguous_review,white,white,unreliable left-to-right lamp identity (zoom/mirror); excluded from training [visually reviewed],DJI_202604291738_040_400day2dwnleftoffset,26,lamp_1
cand_00433,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,48,lamp_3
cand_00464,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291738_040_400day2dwnleftoffset,28,lamp_1
cand_00440,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,123,lamp_3
cand_00148,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,34,lamp_3
cand_00358,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,116,lamp_2
cand_00361,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,119,lamp_2
cand_00388,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291300_031_day2700mup,122,lamp_4
cand_00100,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,177,lamp_1
cand_00406,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291550_036_400mday2up,34,lamp_3
cand_00206,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,76,lamp_3
cand_00454,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,62,lamp_3
cand_00001,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,143,lamp_1
cand_00124,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,77,lamp_3
cand_00429,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,120,lamp_2
cand_00075,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,80,lamp_4
cand_00176,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,155,lamp_4
cand_00132,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,111,lamp_1
cand_00420,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,125,lamp_1
cand_00341,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,92,lamp_2
cand_00446,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,111,lamp_1
cand_00424,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,87,lamp_2
cand_00083,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,262,lamp_4
cand_00241,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,96,lamp_2
cand_00292,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,110,lamp_2
